initiative_key,initiative_name,start_date,end_date,coverage_percentage
2985,Initiative 2985,2018-01-28,2025-03-05,91.74717553709124
2986,Initiative 2986,2016-10-22,2026-01-03,91.60845699506632
2987,Initiative 2987,2021-09-05,2026-11-29,89.23556893497644
2988,Initiative 2988,2015-05-12,2026-11-29,65.20978148663553
2989,Initiative 2989,2015-06-20,2029-03-09,76.09751098916631
2990,Initiative 2990,2023-01-17,2027-11-28,64.98523900874359
2991,Initiative 2991,2023-11-13,2027-11-05,67.14829533543565
2992,Initiative 2992,2019-06-15,2026-08-20,65.06094417941013
2993,Initiative 2993,2020-11-05,2026-07-23,64.21135240008199
2994,Initiative 2994,2020-11-02,2025-10-22,84.67108362542822
2995,Initiative 2995,2023-04-16,2025-01-06,82.51318496573087
2996,Initiative 2996,2021-09-21,2028-12-14,60.21321173115621
2997,Initiative 2997,2019-08-21,2027-07-17,84.5759360050017
2998,Initiative 2998,2016-11-16,2029-01-22,64.55342979705722
2999,Initiative 2999,2018-08-25,2025-12-05,60.085916727490115
3000,Initiative 3000,2018-06-21,2026-01-03,87.36259402009637
3001,Initiative 3001,2020-05-03,2028-08-12,68.1434046404415
3002,Initiative 3002,2023-11-13,2029-02-23,78.4675262162332
3003,Initiative 3003,2024-07-20,2026-11-29,60.00619802328132
3004,Initiative 3004,2016-04-01,2026-06-05,80.68469186629599
3005,Initiative 3005,2020-05-03,2027-01-16,60.39967172941603
3006,Initiative 3006,2023-05-11,2027-08-30,58.34384617168007
3007,Initiative 3007,2023-11-13,2029-11-14,69.3264285892555
3008,Initiative 3008,2015-06-20,2026-10-09,89.50309197074577
3009,Initiative 3009,2023-06-08,2025-09-21,58.826717413002385
3010,Initiative 3010,2022-10-28,2029-02-17,55.85132837567875
3011,Initiative 3011,2022-10-13,2029-05-16,51.582384623090796
3012,Initiative 3012,2023-04-16,2028-09-25,70.79828782652143
3013,Initiative 3013,2023-05-12,2028-04-24,64.10125324484551
3014,Initiative 3014,2015-11-26,2026-12-21,64.60542253061493
3015,Initiative 3015,2018-09-03,2027-11-05,99.09709713975738
3016,Initiative 3016,2021-01-23,2026-12-08,59.70617014525106
3017,Initiative 3017,2015-02-14,2025-01-06,72.92135252597078
3018,Initiative 3018,2019-11-30,2027-03-26,99.31840856195026
3019,Initiative 3019,2015-03-15,2029-09-01,51.530902631100645
3020,Initiative 3020,2019-01-15,2028-07-21,84.83287223376803
3021,Initiative 3021,2018-10-25,2025-03-05,68.55414761267099
3022,Initiative 3022,2016-12-05,2027-08-14,95.30488068058833
3023,Initiative 3023,2023-05-12,2028-04-24,95.59707188635369
3024,Initiative 3024,2015-07-31,2026-12-08,69.36063679696446
3025,Initiative 3025,2016-02-24,2026-10-09,61.073173264013214
3026,Initiative 3026,2019-08-09,2029-09-28,71.40017191504101
3027,Initiative 3027,2016-12-05,2029-11-14,98.26531373071987
3028,Initiative 3028,2016-10-22,2027-11-28,64.06992945602268
3029,Initiative 3029,2015-05-11,2026-01-03,99.06588991165162
3030,Initiative 3030,2016-07-19,2028-04-24,90.96957488984135
3031,Initiative 3031,2020-05-03,2028-07-20,63.372616576809506
3032,Initiative 3032,2020-06-06,2028-01-08,89.55347335414507
3033,Initiative 3033,2020-01-30,2029-02-23,52.48997215660635
3034,Initiative 3034,2024-09-21,2025-02-11,77.40316882771964
3035,Initiative 3035,2016-04-01,2029-03-01,67.86745695843935
3036,Initiative 3036,2021-09-23,2029-09-28,71.3467999191854
3037,Initiative 3037,2023-02-14,2026-10-19,73.64271690371288
3038,Initiative 3038,2020-11-02,2026-12-22,75.1356380099632
3039,Initiative 3039,2020-11-02,2029-03-01,82.82061372444936
3040,Initiative 3040,2022-02-17,2027-10-21,84.83885138911315
3041,Initiative 3041,2018-07-11,2025-01-05,98.78520183092479
3042,Initiative 3042,2023-07-17,2027-05-26,88.13893343622405
3043,Initiative 3043,2016-04-11,2025-03-05,84.38988878584007
3044,Initiative 3044,2024-07-20,2028-09-14,69.62294419653567
3045,Initiative 3045,2022-10-25,2026-10-09,55.89040322436227
3046,Initiative 3046,2023-06-08,2029-05-22,52.939420972283415
3047,Initiative 3047,2018-04-20,2025-01-06,73.88423551625723
3048,Initiative 3048,2024-06-27,2026-05-28,83.41283563136305
3049,Initiative 3049,2022-06-12,2027-01-16,82.50799256292069
3050,Initiative 3050,2015-06-03,2025-04-01,97.6430710087559
3051,Initiative 3051,2016-12-21,2026-09-22,69.12149866211699
3052,Initiative 3052,2015-11-20,2026-08-11,81.38919066198012
3053,Initiative 3053,2016-12-05,2028-01-01,94.39369109401224
3054,Initiative 3054,2015-10-18,2027-03-26,70.20388782889981
3055,Initiative 3055,2022-10-13,2026-10-09,73.88715764253428
3056,Initiative 3056,2015-03-01,2026-12-08,96.14864479554406
3057,Initiative 3057,2019-08-21,2026-10-21,77.51209765150568
3058,Initiative 3058,2021-08-14,2025-12-11,89.9804969132546
3059,Initiative 3059,2016-04-10,2026-08-20,96.78119181113854
3060,Initiative 3060,2021-08-14,2026-12-21,78.5529019278001
3061,Initiative 3061,2023-04-16,2026-06-05,55.45934844972028
3062,Initiative 3062,2018-08-25,2025-03-05,91.08499768871944
3063,Initiative 3063,2016-07-16,2027-08-13,90.88910826981518
3064,Initiative 3064,2023-04-16,2025-12-11,55.74925971717577
3065,Initiative 3065,2019-03-17,2029-05-22,77.40590758077805
3066,Initiative 3066,2015-06-01,2026-03-17,74.35428177261622
3067,Initiative 3067,2016-10-22,2028-09-25,92.35814663531977
3068,Initiative 3068,2018-07-11,2026-09-22,63.731391622883244
3069,Initiative 3069,2017-07-22,2028-09-14,71.31388541430005
3070,Initiative 3070,2022-06-12,2029-05-22,80.23955223695668
3071,Initiative 3071,2016-12-21,2028-06-27,75.86225963205092
3072,Initiative 3072,2024-11-01,2029-07-31,97.7517137346776
3073,Initiative 3073,2022-09-09,2026-10-19,98.03286638663965
3074,Initiative 3074,2015-07-01,2028-01-08,54.078624539220144
3075,Initiative 3075,2018-07-11,2026-05-17,64.89234961474178
3076,Initiative 3076,2023-07-17,2026-03-07,50.37674078557854
3077,Initiative 3077,2023-05-12,2026-05-17,70.89301742523415
3078,Initiative 3078,2018-08-25,2029-11-20,83.10695264406347
3079,Initiative 3079,2015-06-01,2028-05-15,73.56423905429324
3080,Initiative 3080,2021-05-22,2027-08-14,53.35909367800717
3081,Initiative 3081,2018-05-03,2027-07-17,59.797811875013146
3082,Initiative 3082,2022-06-12,2027-08-14,58.66456741502232
3083,Initiative 3083,2019-08-09,2027-04-19,75.55641448794618
3084,Initiative 3084,2015-10-18,2027-11-28,83.88400078714463
3085,Initiative 3085,2015-06-26,2028-05-05,65.81627115753092
3086,Initiative 3086,2019-02-23,2027-08-13,56.52300321718178
3087,Initiative 3087,2023-05-12,2029-02-17,89.92988240362845
3088,Initiative 3088,2024-09-21,2026-05-17,92.91809184079634
3089,Initiative 3089,2024-09-21,2028-06-05,63.82441067223753
3090,Initiative 3090,2022-09-09,2029-01-19,71.03738511806039
3091,Initiative 3091,2016-07-16,2026-01-29,54.09655513132327
3092,Initiative 3092,2018-01-28,2028-01-01,61.38486315969799
3093,Initiative 3093,2018-09-03,2027-11-05,88.3500189025092
3094,Initiative 3094,2017-07-22,2026-10-09,68.25989448037708
3095,Initiative 3095,2023-04-16,2027-08-30,80.2346132700876
3096,Initiative 3096,2016-07-19,2029-09-01,97.30922401916419
3097,Initiative 3097,2021-10-03,2028-06-20,86.18189229105472
3098,Initiative 3098,2021-01-23,2029-01-19,72.67260923068767
3099,Initiative 3099,2018-09-06,2026-10-19,68.34401551828869
3100,Initiative 3100,2020-01-30,2026-07-23,59.52635074804828
3101,Initiative 3101,2019-03-21,2029-06-12,87.80700364902881
3102,Initiative 3102,2015-10-18,2027-08-30,55.62126095797704
3103,Initiative 3103,2019-01-15,2029-02-23,53.069684518942026
3104,Initiative 3104,2016-04-10,2026-06-05,55.241433763202984
3105,Initiative 3105,2019-04-30,2027-04-22,62.14526934323645
3106,Initiative 3106,2015-03-01,2025-11-07,81.35617074350255
3107,Initiative 3107,2018-09-06,2029-06-30,93.06650666689185
3108,Initiative 3108,2022-09-09,2029-01-22,99.63112015305506
3109,Initiative 3109,2016-04-11,2025-09-21,86.57420739050164
3110,Initiative 3110,2018-01-28,2025-04-19,57.298854784031015
3111,Initiative 3111,2023-05-26,2028-01-26,63.88523790647451
3112,Initiative 3112,2019-03-17,2029-03-09,56.599337213668505
3113,Initiative 3113,2015-07-31,2025-12-11,55.7775890756892
3114,Initiative 3114,2020-11-13,2028-07-21,78.38663242706915
3115,Initiative 3115,2023-05-26,2027-04-22,95.33615284534258
3116,Initiative 3116,2021-06-02,2026-01-29,84.21631806676527
3117,Initiative 3117,2015-06-20,2027-11-05,90.03250986301833
3118,Initiative 3118,2020-01-30,2028-09-14,75.40483806785373
3119,Initiative 3119,2023-07-17,2028-09-14,73.76605523268947
3120,Initiative 3120,2023-08-01,2027-02-22,96.87422830938307
3121,Initiative 3121,2016-12-21,2025-01-06,86.09823190327786
3122,Initiative 3122,2022-10-13,2029-05-04,72.96705553044666
3123,Initiative 3123,2015-06-11,2025-11-07,66.62912232557825
3124,Initiative 3124,2015-07-01,2025-02-11,54.656374655893664
3125,Initiative 3125,2015-06-11,2028-01-08,91.04914555264344
3126,Initiative 3126,2015-11-20,2027-10-27,58.466184644966546
3127,Initiative 3127,2021-01-23,2026-09-22,75.75079146552349
3128,Initiative 3128,2021-03-24,2026-10-09,81.86396196793574
3129,Initiative 3129,2020-01-17,2026-07-23,87.20390526320813
3130,Initiative 3130,2023-05-29,2026-03-07,54.167177905824644
3131,Initiative 3131,2017-09-03,2026-10-09,50.53430694893141
3132,Initiative 3132,2015-03-15,2028-12-14,85.30042479222902
3133,Initiative 3133,2017-04-19,2029-06-07,72.7195637379883
3134,Initiative 3134,2023-04-16,2026-05-17,59.05676799491532
3135,Initiative 3135,2021-06-02,2025-01-05,99.10137060280917
3136,Initiative 3136,2016-02-02,2026-10-21,89.56770776262562
3137,Initiative 3137,2022-10-28,2025-04-15,78.92565305801894
3138,Initiative 3138,2024-04-16,2029-08-27,85.1053546447844
3139,Initiative 3139,2015-06-20,2028-07-21,57.75117282235427
3140,Initiative 3140,2023-07-17,2026-05-28,98.11125975334359
3141,Initiative 3141,2019-01-15,2029-08-27,99.8183539523639
3142,Initiative 3142,2021-09-23,2028-07-20,82.4222754869385
3143,Initiative 3143,2019-06-15,2027-07-17,83.4156300721376
3144,Initiative 3144,2018-09-03,2026-06-05,85.22292628676968
3145,Initiative 3145,2021-09-21,2029-07-31,83.28931117193838
3146,Initiative 3146,2016-10-22,2025-03-05,71.9270414221106
3147,Initiative 3147,2016-12-21,2028-06-20,77.03381186104437
3148,Initiative 3148,2019-11-30,2029-11-20,64.13630987450865
3149,Initiative 3149,2016-04-01,2029-07-31,72.3423958191057
3150,Initiative 3150,2018-09-03,2028-01-01,71.80516529980841
3151,Initiative 3151,2024-09-21,2027-03-02,64.40702111566756
3152,Initiative 3152,2019-11-30,2029-03-01,89.33524097436153
3153,Initiative 3153,2015-03-01,2029-02-23,70.48360021881736
3154,Initiative 3154,2016-07-19,2025-02-11,77.58576394834037
3155,Initiative 3155,2015-06-01,2027-08-13,57.80452615929778
3156,Initiative 3156,2015-07-31,2029-07-31,73.74834500903066
3157,Initiative 3157,2015-06-01,2029-02-23,88.07276656017362
3158,Initiative 3158,2019-03-09,2027-02-22,72.22628195534622
3159,Initiative 3159,2015-03-01,2029-08-02,77.88706919236009
3160,Initiative 3160,2015-06-11,2027-11-05,85.08532920582786
3161,Initiative 3161,2016-07-19,2027-02-22,69.44877873085144
3162,Initiative 3162,2022-06-12,2027-06-19,67.66412762873601
3163,Initiative 3163,2018-09-03,2026-05-28,54.287097903563094
3164,Initiative 3164,2022-10-13,2027-06-19,79.11361971816125
3165,Initiative 3165,2021-09-21,2027-01-07,85.34792745315596
3166,Initiative 3166,2018-09-03,2027-08-30,79.06262307528016
3167,Initiative 3167,2021-08-14,2026-03-07,64.17626725459927
3168,Initiative 3168,2015-07-31,2027-08-30,63.11684381492636
3169,Initiative 3169,2015-07-31,2029-02-23,57.97438066030553
3170,Initiative 3170,2022-06-12,2025-09-21,52.34954154951064
3171,Initiative 3171,2020-05-20,2029-01-19,71.34390181130951
3172,Initiative 3172,2021-09-21,2027-10-21,58.0260160625932
3173,Initiative 3173,2015-06-20,2028-05-17,84.53988504954495
3174,Initiative 3174,2015-06-03,2029-01-19,98.08665047515468
3175,Initiative 3175,2018-03-02,2028-09-14,53.67407777925103
3176,Initiative 3176,2015-11-26,2027-03-02,94.64778918355043
3177,Initiative 3177,2019-03-09,2029-08-27,82.88580442487526
3178,Initiative 3178,2016-07-19,2027-04-22,93.01394903547376
3179,Initiative 3179,2015-02-14,2029-08-18,57.74794255964862
3180,Initiative 3180,2019-06-15,2026-03-07,95.3241014275977
3181,Initiative 3181,2023-02-14,2026-06-05,97.89359107291614
3182,Initiative 3182,2017-04-19,2026-10-21,95.33570544762229
3183,Initiative 3183,2021-09-21,2028-07-21,89.27498157216459
3184,Initiative 3184,2015-12-16,2029-03-09,54.51521286300508
3185,Initiative 3185,2023-06-08,2028-07-21,61.03655356546122
3186,Initiative 3186,2015-11-26,2026-03-05,95.65676055537762
3187,Initiative 3187,2023-03-18,2026-11-29,61.471214861339725
3188,Initiative 3188,2021-10-26,2027-03-02,67.38570161585433
3189,Initiative 3189,2022-10-25,2026-09-22,52.523844727858894
3190,Initiative 3190,2021-09-05,2029-09-28,81.40465023075153
3191,Initiative 3191,2015-02-14,2029-11-11,78.16504611346423
3192,Initiative 3192,2015-03-01,2029-05-16,98.08858339538281
3193,Initiative 3193,2020-11-05,2027-09-26,94.61723176434325
3194,Initiative 3194,2015-07-01,2026-03-17,75.2971945431007
3195,Initiative 3195,2021-08-14,2027-04-22,80.4668651526262
3196,Initiative 3196,2018-09-06,2026-03-07,70.65984100775081
3197,Initiative 3197,2023-07-17,2026-08-11,56.62295687039052
3198,Initiative 3198,2024-04-16,2028-07-21,93.38952977192933
3199,Initiative 3199,2019-01-15,2025-09-21,77.47692905027675
3200,Initiative 3200,2019-01-15,2028-07-20,71.2696061942964
3201,Initiative 3201,2019-03-09,2029-05-02,53.42327030172183
3202,Initiative 3202,2022-03-11,2029-05-02,83.2691704177362
3203,Initiative 3203,2015-06-11,2029-08-18,69.9832452877871
3204,Initiative 3204,2020-01-30,2026-06-05,62.684793314004345
3205,Initiative 3205,2022-03-11,2027-03-09,93.83766358845669
3206,Initiative 3206,2023-11-13,2027-05-26,59.181591716620616
3207,Initiative 3207,2019-03-21,2029-01-19,75.75099372208577
3208,Initiative 3208,2021-06-02,2028-06-27,89.78780093117507
3209,Initiative 3209,2015-03-15,2029-08-02,92.45373865563388
3210,Initiative 3210,2021-10-03,2025-01-05,90.93526999598085
3211,Initiative 3211,2020-11-13,2029-05-21,94.8313167653252
3212,Initiative 3212,2019-08-21,2027-03-26,57.11786887807975
3213,Initiative 3213,2018-03-02,2028-05-15,97.02292661957668
3214,Initiative 3214,2020-05-03,2028-09-25,50.54014662480814
3215,Initiative 3215,2021-10-26,2028-04-24,62.795200087538305
3216,Initiative 3216,2015-03-15,2028-06-27,54.201937310540885
3217,Initiative 3217,2022-03-11,2028-05-15,97.2766567585758
3218,Initiative 3218,2015-12-31,2027-11-28,71.19678266829513
3219,Initiative 3219,2019-01-15,2026-08-11,65.76347024391463
3220,Initiative 3220,2023-10-21,2028-07-21,58.354373176548506
3221,Initiative 3221,2020-01-17,2027-10-27,57.790895372022675
3222,Initiative 3222,2022-04-14,2026-06-05,80.69658430214761
3223,Initiative 3223,2022-06-12,2025-09-21,52.35420831962118
3224,Initiative 3224,2018-10-25,2025-04-19,79.71651876157762
3225,Initiative 3225,2022-10-25,2029-11-14,88.73246860994033
3226,Initiative 3226,2018-04-20,2029-07-31,80.05074334794163
3227,Initiative 3227,2022-10-28,2029-01-19,91.32893840229795
3228,Initiative 3228,2022-02-17,2027-10-27,63.26293520242288
3229,Initiative 3229,2015-06-01,2028-01-26,53.85857588058279
3230,Initiative 3230,2015-05-11,2028-05-15,86.04953084617546
3231,Initiative 3231,2015-06-03,2029-01-19,91.40651951956369
3232,Initiative 3232,2016-07-19,2027-08-30,75.0838268282727
3233,Initiative 3233,2015-05-12,2025-03-05,91.03084699943776
3234,Initiative 3234,2020-05-03,2029-11-20,72.89595777276331
3235,Initiative 3235,2023-10-21,2025-11-07,59.926381696122974
3236,Initiative 3236,2015-12-31,2025-11-14,73.71970088034391
3237,Initiative 3237,2019-03-17,2026-10-21,60.797532447580906
3238,Initiative 3238,2023-05-26,2026-08-11,73.60157853940028
3239,Initiative 3239,2023-05-11,2026-10-09,57.37757795894672
3240,Initiative 3240,2015-11-20,2026-03-05,59.27810357133097
3241,Initiative 3241,2020-01-17,2028-02-25,94.14563827385805
3242,Initiative 3242,2023-03-18,2027-10-21,55.792909030278054
3243,Initiative 3243,2021-10-26,2026-12-08,61.21371400477017
3244,Initiative 3244,2019-08-21,2029-05-04,99.7760025310827
3245,Initiative 3245,2015-11-26,2028-11-10,78.80092580453933
3246,Initiative 3246,2024-04-16,2026-05-17,79.29096085797329
3247,Initiative 3247,2021-01-23,2029-03-09,92.24854382111664
3248,Initiative 3248,2023-10-21,2026-03-05,76.21598182444787
3249,Initiative 3249,2021-06-02,2029-05-22,61.089097674172734
3250,Initiative 3250,2022-10-13,2028-02-25,71.1233278150392
3251,Initiative 3251,2019-02-23,2026-03-05,87.7500626815231
3252,Initiative 3252,2016-04-01,2025-03-05,93.62242192216951
3253,Initiative 3253,2020-01-30,2027-03-26,63.66019124991476
3254,Initiative 3254,2019-11-30,2026-05-28,63.09876320695966
3255,Initiative 3255,2019-08-09,2027-03-02,66.38041031038978
3256,Initiative 3256,2018-01-28,2025-04-15,79.81053499280888
3257,Initiative 3257,2022-04-14,2026-06-05,63.92545328031726
3258,Initiative 3258,2021-09-05,2029-05-02,94.65684627302963
3259,Initiative 3259,2020-05-03,2029-02-23,98.9003794358157
3260,Initiative 3260,2019-01-15,2025-02-11,83.95599612473174
3261,Initiative 3261,2024-06-27,2025-01-06,98.51498480261225
3262,Initiative 3262,2020-05-20,2028-05-17,64.39252342496349
3263,Initiative 3263,2016-12-05,2025-03-26,90.75851765927715
3264,Initiative 3264,2024-04-16,2029-11-14,83.9222319922379
3265,Initiative 3265,2021-01-23,2027-06-19,63.159591533201855
3266,Initiative 3266,2016-12-21,2027-03-26,65.92036401223336
3267,Initiative 3267,2020-05-03,2026-05-28,74.43128332516926
3268,Initiative 3268,2018-01-28,2027-11-05,89.58216682672575
3269,Initiative 3269,2024-06-27,2029-07-31,93.6111134602649
3270,Initiative 3270,2021-10-03,2026-10-19,81.6973521875753
3271,Initiative 3271,2024-04-16,2029-03-01,86.07881861121649
3272,Initiative 3272,2020-11-02,2028-07-20,63.192476880748615
3273,Initiative 3273,2020-01-30,2025-11-07,87.05357748890862
3274,Initiative 3274,2015-05-11,2028-02-25,80.24899064958048
3275,Initiative 3275,2018-06-22,2028-05-17,61.146045262314516
3276,Initiative 3276,2015-05-11,2029-05-02,97.50934858011999
3277,Initiative 3277,2019-03-17,2029-07-08,75.64298047074287
3278,Initiative 3278,2023-05-29,2027-11-05,89.72310097298227
3279,Initiative 3279,2019-03-21,2026-01-29,76.28063834036826
3280,Initiative 3280,2018-04-20,2025-11-14,96.64683581682529
3281,Initiative 3281,2020-11-13,2029-09-01,57.063969231889914
3282,Initiative 3282,2019-03-09,2029-11-11,77.30773128852789
3283,Initiative 3283,2023-05-12,2028-01-08,51.25775010299259
3284,Initiative 3284,2015-07-31,2025-01-05,59.86967962690571
3285,Initiative 3285,2023-05-12,2027-03-02,64.05132523018554
3286,Initiative 3286,2016-04-10,2027-04-22,73.63050355486735
3287,Initiative 3287,2020-05-03,2028-12-14,91.00863287120481
3288,Initiative 3288,2016-07-16,2029-02-17,73.33272502832462
3289,Initiative 3289,2023-07-17,2026-03-05,78.05935997541971
3290,Initiative 3290,2021-01-23,2027-04-22,96.20271803406553
3291,Initiative 3291,2018-09-03,2029-11-20,87.82662322510305
3292,Initiative 3292,2021-10-26,2026-10-19,52.51016941077023
3293,Initiative 3293,2020-11-02,2025-11-14,58.82312953607784
3294,Initiative 3294,2023-11-13,2028-01-01,51.91087560656336
3295,Initiative 3295,2015-06-20,2026-10-21,53.45281303892424
3296,Initiative 3296,2017-09-03,2027-10-21,66.94274009939738
3297,Initiative 3297,2020-05-20,2028-06-27,86.39292519331268
3298,Initiative 3298,2022-04-14,2028-11-10,62.217644638529364
3299,Initiative 3299,2020-05-20,2027-11-28,69.61431312357688
3300,Initiative 3300,2023-02-14,2028-01-26,69.69373307218098
3301,Initiative 3301,2018-07-11,2025-01-05,79.5153275171147
3302,Initiative 3302,2021-10-26,2029-06-07,94.64595035825188
3303,Initiative 3303,2023-06-08,2029-05-22,99.1613641715295
3304,Initiative 3304,2015-06-20,2026-10-09,80.23054821639407
3305,Initiative 3305,2016-04-10,2027-02-22,75.25352399193203
3306,Initiative 3306,2018-03-02,2029-05-21,84.09378425165995
3307,Initiative 3307,2015-05-11,2027-08-30,83.40156237110112
3308,Initiative 3308,2016-07-16,2025-10-22,76.1972931337938
3309,Initiative 3309,2015-06-11,2028-01-08,86.8478149408748
3310,Initiative 3310,2015-07-31,2027-11-05,74.56357014924532
3311,Initiative 3311,2016-10-22,2028-09-14,99.82292131260232
3312,Initiative 3312,2018-09-06,2027-10-27,52.4498651723453
3313,Initiative 3313,2024-04-16,2029-11-20,72.16078108837094
3314,Initiative 3314,2021-05-22,2029-09-01,69.8512171952791
3315,Initiative 3315,2023-02-14,2029-06-07,88.5151978473436
3316,Initiative 3316,2022-03-11,2026-09-22,59.54126782037076
3317,Initiative 3317,2024-06-27,2028-01-26,71.7037749003863
3318,Initiative 3318,2024-07-20,2025-04-19,84.89722683275053
3319,Initiative 3319,2016-02-02,2029-05-16,80.15959331584057
3320,Initiative 3320,2016-04-10,2026-12-08,77.25609157383091
3321,Initiative 3321,2016-12-21,2029-06-30,71.74775662029137
3322,Initiative 3322,2021-09-23,2029-02-23,87.60044001219796
3323,Initiative 3323,2020-01-30,2029-06-12,82.32125639551356
3324,Initiative 3324,2016-02-24,2027-06-19,93.73555126730068
3325,Initiative 3325,2020-11-02,2029-03-01,86.64994432249219
3326,Initiative 3326,2015-11-26,2027-08-13,57.02037822248736
3327,Initiative 3327,2017-04-19,2028-12-14,80.97690208823104
3328,Initiative 3328,2015-03-01,2027-03-26,52.22692166135851
3329,Initiative 3329,2022-09-09,2029-05-21,69.36854311464437
3330,Initiative 3330,2016-07-19,2027-10-21,70.5968853360888
3331,Initiative 3331,2024-06-27,2027-09-26,92.74414517169009
3332,Initiative 3332,2020-11-13,2028-06-20,59.01858533885773
3333,Initiative 3333,2015-12-16,2025-01-05,82.17707524616426
3334,Initiative 3334,2017-04-19,2026-03-07,59.619351129281924
3335,Initiative 3335,2023-01-17,2028-07-20,97.4335075598897
3336,Initiative 3336,2018-09-03,2026-10-19,76.47484663241067
3337,Initiative 3337,2018-08-25,2028-11-10,85.41068824142391
3338,Initiative 3338,2018-10-25,2025-04-19,82.32726952385036
3339,Initiative 3339,2015-06-03,2026-09-22,65.18192619849445
3340,Initiative 3340,2015-03-15,2027-09-26,95.05988802115634
3341,Initiative 3341,2024-04-16,2029-07-08,81.36243343578315
3342,Initiative 3342,2022-10-13,2025-02-11,75.51590096987708
3343,Initiative 3343,2023-08-01,2026-08-20,76.41803467247843
3344,Initiative 3344,2019-03-09,2025-10-22,94.53452620711022
3345,Initiative 3345,2018-01-28,2028-04-24,52.955973641713506
3346,Initiative 3346,2015-06-11,2028-05-17,69.45310460455435
3347,Initiative 3347,2018-09-06,2029-06-12,92.08137639095065
3348,Initiative 3348,2023-10-21,2029-09-28,51.875762346284795
3349,Initiative 3349,2019-01-15,2029-03-01,81.95906096610678
3350,Initiative 3350,2018-06-21,2029-05-16,70.16320915699335
3351,Initiative 3351,2019-10-01,2029-08-27,60.2291735251015
3352,Initiative 3352,2021-10-26,2029-09-01,80.57024336285029
3353,Initiative 3353,2016-12-05,2026-08-11,91.5530501497735
3354,Initiative 3354,2016-02-02,2025-11-07,73.36697771731312
3355,Initiative 3355,2015-12-24,2027-03-26,57.33686947105075
3356,Initiative 3356,2024-07-20,2026-12-22,65.30756099109814
3357,Initiative 3357,2022-10-25,2028-01-26,99.06766250245084
3358,Initiative 3358,2015-06-03,2029-05-21,55.55459433619288
3359,Initiative 3359,2018-06-22,2025-10-22,58.03575100928238
3360,Initiative 3360,2016-07-19,2029-09-28,99.50889239549355
3361,Initiative 3361,2015-05-11,2027-01-16,94.10507118439588
3362,Initiative 3362,2017-04-19,2027-01-07,85.35643723678734
3363,Initiative 3363,2015-03-01,2029-10-03,57.549162673051704
3364,Initiative 3364,2020-01-30,2029-09-28,62.02745749258068
3365,Initiative 3365,2022-10-25,2027-05-26,59.009110203265145
3366,Initiative 3366,2015-12-31,2027-01-16,81.54774275052979
3367,Initiative 3367,2016-04-11,2027-04-19,69.94344438701921
3368,Initiative 3368,2015-02-14,2027-06-19,52.38895680975468
3369,Initiative 3369,2015-03-01,2027-06-19,64.5646151363252
3370,Initiative 3370,2015-06-20,2029-08-18,93.03266130323256
3371,Initiative 3371,2016-04-11,2028-07-20,89.8021166707332
3372,Initiative 3372,2021-10-03,2026-10-19,82.15059019846072
3373,Initiative 3373,2024-07-20,2028-06-05,54.277175709706974
3374,Initiative 3374,2023-05-29,2027-07-17,94.13954095697744
3375,Initiative 3375,2020-11-13,2029-03-01,76.72589043741274
3376,Initiative 3376,2016-07-16,2026-12-22,74.72880050150235
3377,Initiative 3377,2016-04-11,2025-02-11,96.7031788491112
3378,Initiative 3378,2015-06-20,2026-08-20,50.44220134625385
3379,Initiative 3379,2016-04-11,2027-05-26,77.79486034173866
3380,Initiative 3380,2015-10-18,2028-12-14,89.5622195594353
3381,Initiative 3381,2021-09-05,2027-11-28,53.18452373277571
3382,Initiative 3382,2023-08-01,2025-01-06,67.85860337074347
3383,Initiative 3383,2023-02-14,2027-04-22,98.87425922598536
3384,Initiative 3384,2024-09-21,2026-06-05,60.58930258283238
3385,Initiative 3385,2018-01-28,2026-08-20,76.55897167029777
3386,Initiative 3386,2015-07-01,2029-11-20,87.30345130172776
3387,Initiative 3387,2015-06-03,2029-03-09,69.51869262534677
3388,Initiative 3388,2019-01-15,2028-06-20,70.3936623328868
3389,Initiative 3389,2019-03-09,2029-08-18,53.163417605163474
3390,Initiative 3390,2020-11-02,2026-08-11,59.50466742103252
3391,Initiative 3391,2018-06-22,2027-11-05,94.0304612757794
3392,Initiative 3392,2023-04-16,2029-07-08,90.91588202083754
3393,Initiative 3393,2023-06-08,2028-06-05,65.23192611315342
3394,Initiative 3394,2018-03-02,2027-11-05,69.0855649490461
3395,Initiative 3395,2015-03-01,2026-08-20,72.0205211811023
3396,Initiative 3396,2019-10-01,2026-08-11,67.29718141371347
3397,Initiative 3397,2016-02-24,2027-07-17,82.69558520902129
3398,Initiative 3398,2017-07-22,2027-04-19,50.641421543581416
3399,Initiative 3399,2022-02-17,2029-08-02,94.00840279607496
3400,Initiative 3400,2021-10-03,2028-06-20,65.03245467763097
3401,Initiative 3401,2018-05-03,2029-05-22,93.61867309131696
3402,Initiative 3402,2018-10-25,2027-08-30,72.71929088116437
3403,Initiative 3403,2020-11-05,2028-04-24,88.81654958533895
3404,Initiative 3404,2019-01-15,2025-11-07,91.28899194558231
3405,Initiative 3405,2020-11-02,2028-06-20,65.06444118156165
3406,Initiative 3406,2015-02-14,2025-11-14,82.01624045584514
3407,Initiative 3407,2015-11-20,2027-08-30,80.3706987988696
