date_key,full_date,year,month,month_name,week_number,quarter,is_rainy_season
1759,2019-10-25,2019,10,October,43,4,1
1760,2019-10-26,2019,10,October,43,4,1
1761,2019-10-27,2019,10,October,43,4,1
1762,2019-10-28,2019,10,October,44,4,1
1763,2019-10-29,2019,10,October,44,4,1
1764,2019-10-30,2019,10,October,44,4,1
1765,2019-10-31,2019,10,October,44,4,1
1766,2019-11-01,2019,11,November,44,4,0
1767,2019-11-02,2019,11,November,44,4,0
1768,2019-11-03,2019,11,November,44,4,0
1769,2019-11-04,2019,11,November,45,4,0
1770,2019-11-05,2019,11,November,45,4,0
1771,2019-11-06,2019,11,November,45,4,0
1772,2019-11-07,2019,11,November,45,4,0
1773,2019-11-08,2019,11,November,45,4,0
1774,2019-11-09,2019,11,November,45,4,0
1775,2019-11-10,2019,11,November,45,4,0
1776,2019-11-11,2019,11,November,46,4,0
1777,2019-11-12,2019,11,November,46,4,0
1778,2019-11-13,2019,11,November,46,4,0
1779,2019-11-14,2019,11,November,46,4,0
1780,2019-11-15,2019,11,November,46,4,0
1781,2019-11-16,2019,11,November,46,4,0
1782,2019-11-17,2019,11,November,46,4,0
1783,2019-11-18,2019,11,November,47,4,0
1784,2019-11-19,2019,11,November,47,4,0
1785,2019-11-20,2019,11,November,47,4,0
1786,2019-11-21,2019,11,November,47,4,0
1787,2019-11-22,2019,11,November,47,4,0
1788,2019-11-23,2019,11,November,47,4,0
1789,2019-11-24,2019,11,November,47,4,0
1790,2019-11-25,2019,11,November,48,4,0
1791,2019-11-26,2019,11,November,48,4,0
1792,2019-11-27,2019,11,November,48,4,0
1793,2019-11-28,2019,11,November,48,4,0
1794,2019-11-29,2019,11,November,48,4,0
1795,2019-11-30,2019,11,November,48,4,0
1796,2019-12-01,2019,12,December,48,4,0
1797,2019-12-02,2019,12,December,49,4,0
1798,2019-12-03,2019,12,December,49,4,0
1799,2019-12-04,2019,12,December,49,4,0
1800,2019-12-05,2019,12,December,49,4,0
1801,2019-12-06,2019,12,December,49,4,0
1802,2019-12-07,2019,12,December,49,4,0
1803,2019-12-08,2019,12,December,49,4,0
1804,2019-12-09,2019,12,December,50,4,0
1805,2019-12-10,2019,12,December,50,4,0
1806,2019-12-11,2019,12,December,50,4,0
1807,2019-12-12,2019,12,December,50,4,0
1808,2019-12-13,2019,12,December,50,4,0
1809,2019-12-14,2019,12,December,50,4,0
1810,2019-12-15,2019,12,December,50,4,0
1811,2019-12-16,2019,12,December,51,4,0
1812,2019-12-17,2019,12,December,51,4,0
1813,2019-12-18,2019,12,December,51,4,0
1814,2019-12-19,2019,12,December,51,4,0
1815,2019-12-20,2019,12,December,51,4,0
1816,2019-12-21,2019,12,December,51,4,0
1817,2019-12-22,2019,12,December,51,4,0
1818,2019-12-23,2019,12,December,52,4,0
1819,2019-12-24,2019,12,December,52,4,0
1820,2019-12-25,2019,12,December,52,4,0
1821,2019-12-26,2019,12,December,52,4,0
1822,2019-12-27,2019,12,December,52,4,0
1823,2019-12-28,2019,12,December,52,4,0
1824,2019-12-29,2019,12,December,52,4,0
1825,2019-12-30,2019,12,December,1,4,0
1826,2019-12-31,2019,12,December,1,4,0
1827,2020-01-01,2020,1,January,1,1,0
1828,2020-01-02,2020,1,January,1,1,0
1829,2020-01-03,2020,1,January,1,1,0
1830,2020-01-04,2020,1,January,1,1,0
1831,2020-01-05,2020,1,January,1,1,0
1832,2020-01-06,2020,1,January,2,1,0
1833,2020-01-07,2020,1,January,2,1,0
1834,2020-01-08,2020,1,January,2,1,0
1835,2020-01-09,2020,1,January,2,1,0
1836,2020-01-10,2020,1,January,2,1,0
1837,2020-01-11,2020,1,January,2,1,0
1838,2020-01-12,2020,1,January,2,1,0
1839,2020-01-13,2020,1,January,3,1,0
1840,2020-01-14,2020,1,January,3,1,0
1841,2020-01-15,2020,1,January,3,1,0
1842,2020-01-16,2020,1,January,3,1,0
1843,2020-01-17,2020,1,January,3,1,0
1844,2020-01-18,2020,1,January,3,1,0
1845,2020-01-19,2020,1,January,3,1,0
1846,2020-01-20,2020,1,January,4,1,0
1847,2020-01-21,2020,1,January,4,1,0
1848,2020-01-22,2020,1,January,4,1,0
1849,2020-01-23,2020,1,January,4,1,0
1850,2020-01-24,2020,1,January,4,1,0
1851,2020-01-25,2020,1,January,4,1,0
1852,2020-01-26,2020,1,January,4,1,0
1853,2020-01-27,2020,1,January,5,1,0
1854,2020-01-28,2020,1,January,5,1,0
1855,2020-01-29,2020,1,January,5,1,0
1856,2020-01-30,2020,1,January,5,1,0
1857,2020-01-31,2020,1,January,5,1,0
1858,2020-02-01,2020,2,February,5,1,0
1859,2020-02-02,2020,2,February,5,1,0
1860,2020-02-03,2020,2,February,6,1,0
1861,2020-02-04,2020,2,February,6,1,0
1862,2020-02-05,2020,2,February,6,1,0
1863,2020-02-06,2020,2,February,6,1,0
1864,2020-02-07,2020,2,February,6,1,0
1865,2020-02-08,2020,2,February,6,1,0
1866,2020-02-09,2020,2,February,6,1,0
1867,2020-02-10,2020,2,February,7,1,0
1868,2020-02-11,2020,2,February,7,1,0
1869,2020-02-12,2020,2,February,7,1,0
1870,2020-02-13,2020,2,February,7,1,0
1871,2020-02-14,2020,2,February,7,1,0
1872,2020-02-15,2020,2,February,7,1,0
1873,2020-02-16,2020,2,February,7,1,0
1874,2020-02-17,2020,2,February,8,1,0
1875,2020-02-18,2020,2,February,8,1,0
1876,2020-02-19,2020,2,February,8,1,0
1877,2020-02-20,2020,2,February,8,1,0
1878,2020-02-21,2020,2,February,8,1,0
1879,2020-02-22,2020,2,February,8,1,0
1880,2020-02-23,2020,2,February,8,1,0
1881,2020-02-24,2020,2,February,9,1,0
1882,2020-02-25,2020,2,February,9,1,0
1883,2020-02-26,2020,2,February,9,1,0
1884,2020-02-27,2020,2,February,9,1,0
1885,2020-02-28,2020,2,February,9,1,0
1886,2020-02-29,2020,2,February,9,1,0
1887,2020-03-01,2020,3,March,9,1,1
1888,2020-03-02,2020,3,March,10,1,1
1889,2020-03-03,2020,3,March,10,1,1
1890,2020-03-04,2020,3,March,10,1,1
1891,2020-03-05,2020,3,March,10,1,1
1892,2020-03-06,2020,3,March,10,1,1
1893,2020-03-07,2020,3,March,10,1,1
1894,2020-03-08,2020,3,March,10,1,1
1895,2020-03-09,2020,3,March,11,1,1
1896,2020-03-10,2020,3,March,11,1,1
1897,2020-03-11,2020,3,March,11,1,1
1898,2020-03-12,2020,3,March,11,1,1
1899,2020-03-13,2020,3,March,11,1,1
1900,2020-03-14,2020,3,March,11,1,1
1901,2020-03-15,2020,3,March,11,1,1
1902,2020-03-16,2020,3,March,12,1,1
1903,2020-03-17,2020,3,March,12,1,1
1904,2020-03-18,2020,3,March,12,1,1
1905,2020-03-19,2020,3,March,12,1,1
1906,2020-03-20,2020,3,March,12,1,1
1907,2020-03-21,2020,3,March,12,1,1
1908,2020-03-22,2020,3,March,12,1,1
1909,2020-03-23,2020,3,March,13,1,1
1910,2020-03-24,2020,3,March,13,1,1
1911,2020-03-25,2020,3,March,13,1,1
1912,2020-03-26,2020,3,March,13,1,1
1913,2020-03-27,2020,3,March,13,1,1
1914,2020-03-28,2020,3,March,13,1,1
1915,2020-03-29,2020,3,March,13,1,1
1916,2020-03-30,2020,3,March,14,1,1
1917,2020-03-31,2020,3,March,14,1,1
1918,2020-04-01,2020,4,April,14,2,1
1919,2020-04-02,2020,4,April,14,2,1
1920,2020-04-03,2020,4,April,14,2,1
1921,2020-04-04,2020,4,April,14,2,1
1922,2020-04-05,2020,4,April,14,2,1
1923,2020-04-06,2020,4,April,15,2,1
1924,2020-04-07,2020,4,April,15,2,1
1925,2020-04-08,2020,4,April,15,2,1
1926,2020-04-09,2020,4,April,15,2,1
1927,2020-04-10,2020,4,April,15,2,1
1928,2020-04-11,2020,4,April,15,2,1
1929,2020-04-12,2020,4,April,15,2,1
1930,2020-04-13,2020,4,April,16,2,1
1931,2020-04-14,2020,4,April,16,2,1
1932,2020-04-15,2020,4,April,16,2,1
1933,2020-04-16,2020,4,April,16,2,1
1934,2020-04-17,2020,4,April,16,2,1
1935,2020-04-18,2020,4,April,16,2,1
1936,2020-04-19,2020,4,April,16,2,1
1937,2020-04-20,2020,4,April,17,2,1
1938,2020-04-21,2020,4,April,17,2,1
1939,2020-04-22,2020,4,April,17,2,1
1940,2020-04-23,2020,4,April,17,2,1
1941,2020-04-24,2020,4,April,17,2,1
1942,2020-04-25,2020,4,April,17,2,1
1943,2020-04-26,2020,4,April,17,2,1
1944,2020-04-27,2020,4,April,18,2,1
1945,2020-04-28,2020,4,April,18,2,1
1946,2020-04-29,2020,4,April,18,2,1
1947,2020-04-30,2020,4,April,18,2,1
1948,2020-05-01,2020,5,May,18,2,1
1949,2020-05-02,2020,5,May,18,2,1
1950,2020-05-03,2020,5,May,18,2,1
1951,2020-05-04,2020,5,May,19,2,1
1952,2020-05-05,2020,5,May,19,2,1
1953,2020-05-06,2020,5,May,19,2,1
1954,2020-05-07,2020,5,May,19,2,1
1955,2020-05-08,2020,5,May,19,2,1
1956,2020-05-09,2020,5,May,19,2,1
1957,2020-05-10,2020,5,May,19,2,1
1958,2020-05-11,2020,5,May,20,2,1
1959,2020-05-12,2020,5,May,20,2,1
1960,2020-05-13,2020,5,May,20,2,1
1961,2020-05-14,2020,5,May,20,2,1
1962,2020-05-15,2020,5,May,20,2,1
1963,2020-05-16,2020,5,May,20,2,1
1964,2020-05-17,2020,5,May,20,2,1
1965,2020-05-18,2020,5,May,21,2,1
1966,2020-05-19,2020,5,May,21,2,1
1967,2020-05-20,2020,5,May,21,2,1
1968,2020-05-21,2020,5,May,21,2,1
1969,2020-05-22,2020,5,May,21,2,1
1970,2020-05-23,2020,5,May,21,2,1
1971,2020-05-24,2020,5,May,21,2,1
1972,2020-05-25,2020,5,May,22,2,1
1973,2020-05-26,2020,5,May,22,2,1
1974,2020-05-27,2020,5,May,22,2,1
1975,2020-05-28,2020,5,May,22,2,1
1976,2020-05-29,2020,5,May,22,2,1
1977,2020-05-30,2020,5,May,22,2,1
1978,2020-05-31,2020,5,May,22,2,1
1979,2020-06-01,2020,6,June,23,2,1
1980,2020-06-02,2020,6,June,23,2,1
1981,2020-06-03,2020,6,June,23,2,1
1982,2020-06-04,2020,6,June,23,2,1
1983,2020-06-05,2020,6,June,23,2,1
1984,2020-06-06,2020,6,June,23,2,1
1985,2020-06-07,2020,6,June,23,2,1
1986,2020-06-08,2020,6,June,24,2,1
1987,2020-06-09,2020,6,June,24,2,1
1988,2020-06-10,2020,6,June,24,2,1
1989,2020-06-11,2020,6,June,24,2,1
1990,2020-06-12,2020,6,June,24,2,1
1991,2020-06-13,2020,6,June,24,2,1
1992,2020-06-14,2020,6,June,24,2,1
1993,2020-06-15,2020,6,June,25,2,1
1994,2020-06-16,2020,6,June,25,2,1
1995,2020-06-17,2020,6,June,25,2,1
1996,2020-06-18,2020,6,June,25,2,1
1997,2020-06-19,2020,6,June,25,2,1
1998,2020-06-20,2020,6,June,25,2,1
1999,2020-06-21,2020,6,June,25,2,1
2000,2020-06-22,2020,6,June,26,2,1
2001,2020-06-23,2020,6,June,26,2,1
2002,2020-06-24,2020,6,June,26,2,1
2003,2020-06-25,2020,6,June,26,2,1
2004,2020-06-26,2020,6,June,26,2,1
2005,2020-06-27,2020,6,June,26,2,1
2006,2020-06-28,2020,6,June,26,2,1
2007,2020-06-29,2020,6,June,27,2,1
2008,2020-06-30,2020,6,June,27,2,1
2009,2020-07-01,2020,7,July,27,3,1
2010,2020-07-02,2020,7,July,27,3,1
2011,2020-07-03,2020,7,July,27,3,1
2012,2020-07-04,2020,7,July,27,3,1
2013,2020-07-05,2020,7,July,27,3,1
2014,2020-07-06,2020,7,July,28,3,1
2015,2020-07-07,2020,7,July,28,3,1
2016,2020-07-08,2020,7,July,28,3,1
2017,2020-07-09,2020,7,July,28,3,1
2018,2020-07-10,2020,7,July,28,3,1
2019,2020-07-11,2020,7,July,28,3,1
2020,2020-07-12,2020,7,July,28,3,1
2021,2020-07-13,2020,7,July,29,3,1
2022,2020-07-14,2020,7,July,29,3,1
2023,2020-07-15,2020,7,July,29,3,1
2024,2020-07-16,2020,7,July,29,3,1
2025,2020-07-17,2020,7,July,29,3,1
2026,2020-07-18,2020,7,July,29,3,1
2027,2020-07-19,2020,7,July,29,3,1
2028,2020-07-20,2020,7,July,30,3,1
2029,2020-07-21,2020,7,July,30,3,1
2030,2020-07-22,2020,7,July,30,3,1
2031,2020-07-23,2020,7,July,30,3,1
2032,2020-07-24,2020,7,July,30,3,1
2033,2020-07-25,2020,7,July,30,3,1
2034,2020-07-26,2020,7,July,30,3,1
2035,2020-07-27,2020,7,July,31,3,1
2036,2020-07-28,2020,7,July,31,3,1
2037,2020-07-29,2020,7,July,31,3,1
2038,2020-07-30,2020,7,July,31,3,1
2039,2020-07-31,2020,7,July,31,3,1
2040,2020-08-01,2020,8,August,31,3,1
2041,2020-08-02,2020,8,August,31,3,1
2042,2020-08-03,2020,8,August,32,3,1
2043,2020-08-04,2020,8,August,32,3,1
2044,2020-08-05,2020,8,August,32,3,1
2045,2020-08-06,2020,8,August,32,3,1
2046,2020-08-07,2020,8,August,32,3,1
2047,2020-08-08,2020,8,August,32,3,1
2048,2020-08-09,2020,8,August,32,3,1
2049,2020-08-10,2020,8,August,33,3,1
2050,2020-08-11,2020,8,August,33,3,1
2051,2020-08-12,2020,8,August,33,3,1
2052,2020-08-13,2020,8,August,33,3,1
2053,2020-08-14,2020,8,August,33,3,1
2054,2020-08-15,2020,8,August,33,3,1
2055,2020-08-16,2020,8,August,33,3,1
2056,2020-08-17,2020,8,August,34,3,1
2057,2020-08-18,2020,8,August,34,3,1
2058,2020-08-19,2020,8,August,34,3,1
2059,2020-08-20,2020,8,August,34,3,1
2060,2020-08-21,2020,8,August,34,3,1
2061,2020-08-22,2020,8,August,34,3,1
2062,2020-08-23,2020,8,August,34,3,1
2063,2020-08-24,2020,8,August,35,3,1
2064,2020-08-25,2020,8,August,35,3,1
2065,2020-08-26,2020,8,August,35,3,1
2066,2020-08-27,2020,8,August,35,3,1
2067,2020-08-28,2020,8,August,35,3,1
2068,2020-08-29,2020,8,August,35,3,1
2069,2020-08-30,2020,8,August,35,3,1
2070,2020-08-31,2020,8,August,36,3,1
2071,2020-09-01,2020,9,September,36,3,1
2072,2020-09-02,2020,9,September,36,3,1
2073,2020-09-03,2020,9,September,36,3,1
2074,2020-09-04,2020,9,September,36,3,1
2075,2020-09-05,2020,9,September,36,3,1
2076,2020-09-06,2020,9,September,36,3,1
2077,2020-09-07,2020,9,September,37,3,1
2078,2020-09-08,2020,9,September,37,3,1
2079,2020-09-09,2020,9,September,37,3,1
2080,2020-09-10,2020,9,September,37,3,1
2081,2020-09-11,2020,9,September,37,3,1
2082,2020-09-12,2020,9,September,37,3,1
2083,2020-09-13,2020,9,September,37,3,1
2084,2020-09-14,2020,9,September,38,3,1
2085,2020-09-15,2020,9,September,38,3,1
2086,2020-09-16,2020,9,September,38,3,1
2087,2020-09-17,2020,9,September,38,3,1
2088,2020-09-18,2020,9,September,38,3,1
2089,2020-09-19,2020,9,September,38,3,1
2090,2020-09-20,2020,9,September,38,3,1
2091,2020-09-21,2020,9,September,39,3,1
2092,2020-09-22,2020,9,September,39,3,1
2093,2020-09-23,2020,9,September,39,3,1
2094,2020-09-24,2020,9,September,39,3,1
2095,2020-09-25,2020,9,September,39,3,1
2096,2020-09-26,2020,9,September,39,3,1
2097,2020-09-27,2020,9,September,39,3,1
2098,2020-09-28,2020,9,September,40,3,1
2099,2020-09-29,2020,9,September,40,3,1
2100,2020-09-30,2020,9,September,40,3,1
2101,2020-10-01,2020,10,October,40,4,1
2102,2020-10-02,2020,10,October,40,4,1
2103,2020-10-03,2020,10,October,40,4,1
2104,2020-10-04,2020,10,October,40,4,1
2105,2020-10-05,2020,10,October,41,4,1
2106,2020-10-06,2020,10,October,41,4,1
2107,2020-10-07,2020,10,October,41,4,1
2108,2020-10-08,2020,10,October,41,4,1
2109,2020-10-09,2020,10,October,41,4,1
2110,2020-10-10,2020,10,October,41,4,1
2111,2020-10-11,2020,10,October,41,4,1
2112,2020-10-12,2020,10,October,42,4,1
2113,2020-10-13,2020,10,October,42,4,1
2114,2020-10-14,2020,10,October,42,4,1
2115,2020-10-15,2020,10,October,42,4,1
2116,2020-10-16,2020,10,October,42,4,1
2117,2020-10-17,2020,10,October,42,4,1
2118,2020-10-18,2020,10,October,42,4,1
2119,2020-10-19,2020,10,October,43,4,1
2120,2020-10-20,2020,10,October,43,4,1
2121,2020-10-21,2020,10,October,43,4,1
2122,2020-10-22,2020,10,October,43,4,1
2123,2020-10-23,2020,10,October,43,4,1
2124,2020-10-24,2020,10,October,43,4,1
2125,2020-10-25,2020,10,October,43,4,1
2126,2020-10-26,2020,10,October,44,4,1
2127,2020-10-27,2020,10,October,44,4,1
2128,2020-10-28,2020,10,October,44,4,1
2129,2020-10-29,2020,10,October,44,4,1
2130,2020-10-30,2020,10,October,44,4,1
2131,2020-10-31,2020,10,October,44,4,1
2132,2020-11-01,2020,11,November,44,4,0
2133,2020-11-02,2020,11,November,45,4,0
2134,2020-11-03,2020,11,November,45,4,0
2135,2020-11-04,2020,11,November,45,4,0
2136,2020-11-05,2020,11,November,45,4,0
2137,2020-11-06,2020,11,November,45,4,0
2138,2020-11-07,2020,11,November,45,4,0
2139,2020-11-08,2020,11,November,45,4,0
2140,2020-11-09,2020,11,November,46,4,0
2141,2020-11-10,2020,11,November,46,4,0
2142,2020-11-11,2020,11,November,46,4,0
2143,2020-11-12,2020,11,November,46,4,0
2144,2020-11-13,2020,11,November,46,4,0
2145,2020-11-14,2020,11,November,46,4,0
2146,2020-11-15,2020,11,November,46,4,0
2147,2020-11-16,2020,11,November,47,4,0
2148,2020-11-17,2020,11,November,47,4,0
2149,2020-11-18,2020,11,November,47,4,0
2150,2020-11-19,2020,11,November,47,4,0
2151,2020-11-20,2020,11,November,47,4,0
2152,2020-11-21,2020,11,November,47,4,0
2153,2020-11-22,2020,11,November,47,4,0
2154,2020-11-23,2020,11,November,48,4,0
2155,2020-11-24,2020,11,November,48,4,0
2156,2020-11-25,2020,11,November,48,4,0
2157,2020-11-26,2020,11,November,48,4,0
2158,2020-11-27,2020,11,November,48,4,0
2159,2020-11-28,2020,11,November,48,4,0
2160,2020-11-29,2020,11,November,48,4,0
2161,2020-11-30,2020,11,November,49,4,0
2162,2020-12-01,2020,12,December,49,4,0
2163,2020-12-02,2020,12,December,49,4,0
2164,2020-12-03,2020,12,December,49,4,0
2165,2020-12-04,2020,12,December,49,4,0
2166,2020-12-05,2020,12,December,49,4,0
2167,2020-12-06,2020,12,December,49,4,0
2168,2020-12-07,2020,12,December,50,4,0
2169,2020-12-08,2020,12,December,50,4,0
2170,2020-12-09,2020,12,December,50,4,0
2171,2020-12-10,2020,12,December,50,4,0
2172,2020-12-11,2020,12,December,50,4,0
2173,2020-12-12,2020,12,December,50,4,0
2174,2020-12-13,2020,12,December,50,4,0
2175,2020-12-14,2020,12,December,51,4,0
2176,2020-12-15,2020,12,December,51,4,0
2177,2020-12-16,2020,12,December,51,4,0
2178,2020-12-17,2020,12,December,51,4,0
2179,2020-12-18,2020,12,December,51,4,0
2180,2020-12-19,2020,12,December,51,4,0
2181,2020-12-20,2020,12,December,51,4,0
2182,2020-12-21,2020,12,December,52,4,0
2183,2020-12-22,2020,12,December,52,4,0
2184,2020-12-23,2020,12,December,52,4,0
2185,2020-12-24,2020,12,December,52,4,0
2186,2020-12-25,2020,12,December,52,4,0
2187,2020-12-26,2020,12,December,52,4,0
2188,2020-12-27,2020,12,December,52,4,0
2189,2020-12-28,2020,12,December,53,4,0
2190,2020-12-29,2020,12,December,53,4,0
2191,2020-12-30,2020,12,December,53,4,0
2192,2020-12-31,2020,12,December,53,4,0
2193,2021-01-01,2021,1,January,53,1,0
2194,2021-01-02,2021,1,January,53,1,0
2195,2021-01-03,2021,1,January,53,1,0
2196,2021-01-04,2021,1,January,1,1,0
2197,2021-01-05,2021,1,January,1,1,0
2198,2021-01-06,2021,1,January,1,1,0
2199,2021-01-07,2021,1,January,1,1,0
2200,2021-01-08,2021,1,January,1,1,0
2201,2021-01-09,2021,1,January,1,1,0
2202,2021-01-10,2021,1,January,1,1,0
2203,2021-01-11,2021,1,January,2,1,0
2204,2021-01-12,2021,1,January,2,1,0
2205,2021-01-13,2021,1,January,2,1,0
2206,2021-01-14,2021,1,January,2,1,0
2207,2021-01-15,2021,1,January,2,1,0
2208,2021-01-16,2021,1,January,2,1,0
2209,2021-01-17,2021,1,January,2,1,0
2210,2021-01-18,2021,1,January,3,1,0
2211,2021-01-19,2021,1,January,3,1,0
2212,2021-01-20,2021,1,January,3,1,0
2213,2021-01-21,2021,1,January,3,1,0
2214,2021-01-22,2021,1,January,3,1,0
2215,2021-01-23,2021,1,January,3,1,0
2216,2021-01-24,2021,1,January,3,1,0
2217,2021-01-25,2021,1,January,4,1,0
2218,2021-01-26,2021,1,January,4,1,0
2219,2021-01-27,2021,1,January,4,1,0
2220,2021-01-28,2021,1,January,4,1,0
2221,2021-01-29,2021,1,January,4,1,0
2222,2021-01-30,2021,1,January,4,1,0
2223,2021-01-31,2021,1,January,4,1,0
2224,2021-02-01,2021,2,February,5,1,0
2225,2021-02-02,2021,2,February,5,1,0
2226,2021-02-03,2021,2,February,5,1,0
2227,2021-02-04,2021,2,February,5,1,0
2228,2021-02-05,2021,2,February,5,1,0
2229,2021-02-06,2021,2,February,5,1,0
2230,2021-02-07,2021,2,February,5,1,0
2231,2021-02-08,2021,2,February,6,1,0
2232,2021-02-09,2021,2,February,6,1,0
2233,2021-02-10,2021,2,February,6,1,0
2234,2021-02-11,2021,2,February,6,1,0
2235,2021-02-12,2021,2,February,6,1,0
2236,2021-02-13,2021,2,February,6,1,0
2237,2021-02-14,2021,2,February,6,1,0
2238,2021-02-15,2021,2,February,7,1,0
2239,2021-02-16,2021,2,February,7,1,0
2240,2021-02-17,2021,2,February,7,1,0
2241,2021-02-18,2021,2,February,7,1,0
2242,2021-02-19,2021,2,February,7,1,0
2243,2021-02-20,2021,2,February,7,1,0
2244,2021-02-21,2021,2,February,7,1,0
2245,2021-02-22,2021,2,February,8,1,0
2246,2021-02-23,2021,2,February,8,1,0
2247,2021-02-24,2021,2,February,8,1,0
2248,2021-02-25,2021,2,February,8,1,0
2249,2021-02-26,2021,2,February,8,1,0
2250,2021-02-27,2021,2,February,8,1,0
2251,2021-02-28,2021,2,February,8,1,0
2252,2021-03-01,2021,3,March,9,1,1
2253,2021-03-02,2021,3,March,9,1,1
2254,2021-03-03,2021,3,March,9,1,1
2255,2021-03-04,2021,3,March,9,1,1
2256,2021-03-05,2021,3,March,9,1,1
2257,2021-03-06,2021,3,March,9,1,1
2258,2021-03-07,2021,3,March,9,1,1
2259,2021-03-08,2021,3,March,10,1,1
2260,2021-03-09,2021,3,March,10,1,1
2261,2021-03-10,2021,3,March,10,1,1
2262,2021-03-11,2021,3,March,10,1,1
2263,2021-03-12,2021,3,March,10,1,1
2264,2021-03-13,2021,3,March,10,1,1
2265,2021-03-14,2021,3,March,10,1,1
2266,2021-03-15,2021,3,March,11,1,1
2267,2021-03-16,2021,3,March,11,1,1
2268,2021-03-17,2021,3,March,11,1,1
2269,2021-03-18,2021,3,March,11,1,1
2270,2021-03-19,2021,3,March,11,1,1
2271,2021-03-20,2021,3,March,11,1,1
2272,2021-03-21,2021,3,March,11,1,1
2273,2021-03-22,2021,3,March,12,1,1
2274,2021-03-23,2021,3,March,12,1,1
2275,2021-03-24,2021,3,March,12,1,1
2276,2021-03-25,2021,3,March,12,1,1
2277,2021-03-26,2021,3,March,12,1,1
2278,2021-03-27,2021,3,March,12,1,1
2279,2021-03-28,2021,3,March,12,1,1
2280,2021-03-29,2021,3,March,13,1,1
2281,2021-03-30,2021,3,March,13,1,1
2282,2021-03-31,2021,3,March,13,1,1
2283,2021-04-01,2021,4,April,13,2,1
2284,2021-04-02,2021,4,April,13,2,1
2285,2021-04-03,2021,4,April,13,2,1
2286,2021-04-04,2021,4,April,13,2,1
2287,2021-04-05,2021,4,April,14,2,1
2288,2021-04-06,2021,4,April,14,2,1
2289,2021-04-07,2021,4,April,14,2,1
2290,2021-04-08,2021,4,April,14,2,1
2291,2021-04-09,2021,4,April,14,2,1
2292,2021-04-10,2021,4,April,14,2,1
2293,2021-04-11,2021,4,April,14,2,1
2294,2021-04-12,2021,4,April,15,2,1
2295,2021-04-13,2021,4,April,15,2,1
2296,2021-04-14,2021,4,April,15,2,1
2297,2021-04-15,2021,4,April,15,2,1
2298,2021-04-16,2021,4,April,15,2,1
2299,2021-04-17,2021,4,April,15,2,1
2300,2021-04-18,2021,4,April,15,2,1
2301,2021-04-19,2021,4,April,16,2,1
2302,2021-04-20,2021,4,April,16,2,1
2303,2021-04-21,2021,4,April,16,2,1
2304,2021-04-22,2021,4,April,16,2,1
2305,2021-04-23,2021,4,April,16,2,1
2306,2021-04-24,2021,4,April,16,2,1
2307,2021-04-25,2021,4,April,16,2,1
2308,2021-04-26,2021,4,April,17,2,1
2309,2021-04-27,2021,4,April,17,2,1
2310,2021-04-28,2021,4,April,17,2,1
2311,2021-04-29,2021,4,April,17,2,1
2312,2021-04-30,2021,4,April,17,2,1
2313,2021-05-01,2021,5,May,17,2,1
2314,2021-05-02,2021,5,May,17,2,1
2315,2021-05-03,2021,5,May,18,2,1
2316,2021-05-04,2021,5,May,18,2,1
2317,2021-05-05,2021,5,May,18,2,1
2318,2021-05-06,2021,5,May,18,2,1
2319,2021-05-07,2021,5,May,18,2,1
2320,2021-05-08,2021,5,May,18,2,1
2321,2021-05-09,2021,5,May,18,2,1
2322,2021-05-10,2021,5,May,19,2,1
2323,2021-05-11,2021,5,May,19,2,1
2324,2021-05-12,2021,5,May,19,2,1
2325,2021-05-13,2021,5,May,19,2,1
2326,2021-05-14,2021,5,May,19,2,1
2327,2021-05-15,2021,5,May,19,2,1
2328,2021-05-16,2021,5,May,19,2,1
2329,2021-05-17,2021,5,May,20,2,1
2330,2021-05-18,2021,5,May,20,2,1
2331,2021-05-19,2021,5,May,20,2,1
2332,2021-05-20,2021,5,May,20,2,1
2333,2021-05-21,2021,5,May,20,2,1
2334,2021-05-22,2021,5,May,20,2,1
2335,2021-05-23,2021,5,May,20,2,1
2336,2021-05-24,2021,5,May,21,2,1
2337,2021-05-25,2021,5,May,21,2,1
2338,2021-05-26,2021,5,May,21,2,1
2339,2021-05-27,2021,5,May,21,2,1
2340,2021-05-28,2021,5,May,21,2,1
2341,2021-05-29,2021,5,May,21,2,1
2342,2021-05-30,2021,5,May,21,2,1
2343,2021-05-31,2021,5,May,22,2,1
2344,2021-06-01,2021,6,June,22,2,1
2345,2021-06-02,2021,6,June,22,2,1
2346,2021-06-03,2021,6,June,22,2,1
2347,2021-06-04,2021,6,June,22,2,1
2348,2021-06-05,2021,6,June,22,2,1
2349,2021-06-06,2021,6,June,22,2,1
2350,2021-06-07,2021,6,June,23,2,1
2351,2021-06-08,2021,6,June,23,2,1
2352,2021-06-09,2021,6,June,23,2,1
2353,2021-06-10,2021,6,June,23,2,1
2354,2021-06-11,2021,6,June,23,2,1
2355,2021-06-12,2021,6,June,23,2,1
2356,2021-06-13,2021,6,June,23,2,1
2357,2021-06-14,2021,6,June,24,2,1
2358,2021-06-15,2021,6,June,24,2,1
2359,2021-06-16,2021,6,June,24,2,1
2360,2021-06-17,2021,6,June,24,2,1
2361,2021-06-18,2021,6,June,24,2,1
2362,2021-06-19,2021,6,June,24,2,1
2363,2021-06-20,2021,6,June,24,2,1
2364,2021-06-21,2021,6,June,25,2,1
2365,2021-06-22,2021,6,June,25,2,1
