facility_key,facility_name,facility_type,number_of_beds,number_of_nurses,number_of_doctors,distance_to_community,facility_location_key
3075,"Taylor, Rose and Rush",Clinic,343,9,8,12.03666428272706,2873
3076,Jenkins-Rogers,Maternity Home,439,27,28,9.574405932920833,5932
3077,"Dominguez, Mitchell and Moore",Hospital,473,66,16,12.612195464782696,1203
3078,"Johnson, Potter and Gordon",Hospital,7,5,3,3.5623580028428785,6085
3079,Sanders Group,Hospital,74,78,37,5.960983895676593,92
3080,"Vaughan, Gibson and Dawson",Maternity Home,164,95,32,15.31617403953784,1524
3081,Ellison-Shaw,Clinic,390,58,21,23.985530202475104,5770
3082,"Perez, Huynh and Nelson",Maternity Home,92,76,45,26.3051580344342,3980
3083,Boyd and Sons,Maternity Home,369,7,18,25.992944550749957,8361
3084,"Lewis, Montgomery and Robinson",Maternity Home,63,87,48,28.348050965873462,6245
3085,Carson PLC,Clinic,256,68,46,3.860568560967765,9512
3086,"Skinner, Velasquez and Mcdonald",Maternity Home,223,55,11,1.3250115018112605,7153
3087,Delgado-Sullivan,Hospital,205,6,8,3.2613634196790118,2241
3088,Martin-Pratt,Hospital,81,53,12,18.06219337464029,9062
3089,"Coleman, Nelson and Garcia",Hospital,259,35,2,16.727957674719576,7107
3090,Morrison-Bradford,Maternity Home,251,78,41,20.169180885802348,975
3091,Allen and Sons,Clinic,274,84,22,11.195610148430283,6372
3092,"Rodriguez, Lewis and Smith",Clinic,311,88,9,11.808505297944064,4457
3093,Lopez-Harris,Hospital,143,7,14,16.412695186761706,2229
3094,Allen Inc,Clinic,82,39,15,2.4637777915721792,2559
3095,"Cunningham, Elliott and Tyler",Clinic,84,89,11,24.016177767469454,1321
3096,Williams Inc,Hospital,14,40,13,27.69338088812105,9772
3097,Smith-Kelly,Clinic,472,68,28,11.681621501805465,7205
3098,Benjamin-Porter,Clinic,340,36,25,22.213215575142822,9977
3099,Walton-Swanson,Clinic,128,22,37,16.51015813627864,7251
3100,Park Inc,Clinic,190,38,6,7.156656970418609,1916
3101,Russell-Figueroa,Hospital,38,60,37,2.127153916098984,8449
3102,Shaw and Sons,Hospital,125,71,33,7.452377429336947,1241
3103,Matthews Group,Maternity Home,84,57,25,18.18669402386561,2570
3104,Willis-Christian,Maternity Home,210,71,23,1.3028703031801379,8942
3105,Martin-Fleming,Clinic,57,95,8,25.102102848664103,3323
3106,Mcclure Inc,Maternity Home,160,70,17,29.112155190004863,4753
3107,"Hall, Lewis and Maldonado",Hospital,278,68,31,2.5967071670996287,6464
3108,Mack and Sons,Clinic,414,71,26,7.476268128657994,8926
3109,"Black, Chandler and Curtis",Hospital,362,85,11,20.30144510178291,6555
3110,West-Anderson,Hospital,139,43,30,24.201801670410397,7698
3111,Ward-Chase,Maternity Home,433,42,11,10.44522334146213,4324
3112,Williams-Marquez,Maternity Home,102,44,3,15.50562906676109,1260
3113,"Hughes, Clark and Bishop",Hospital,499,23,40,26.763606148591983,2414
3114,Rubio PLC,Maternity Home,245,87,40,11.593510424286944,2906
3115,"Gamble, Davis and Smith",Hospital,49,9,21,2.5379943765290283,2555
3116,Payne-Novak,Clinic,203,73,35,29.847334244679985,7444
3117,Porter Group,Maternity Home,485,18,28,5.490378143350164,3705
3118,Jackson-Phillips,Hospital,295,95,22,1.5585763462017088,3403
3119,Ramirez LLC,Hospital,440,53,42,12.378542562758302,4283
3120,Davis-White,Clinic,118,68,46,3.731759286673616,5657
3121,Scott-Kennedy,Clinic,491,61,18,29.364128194331307,7036
3122,Hines-Ramos,Maternity Home,281,39,23,11.485736296261653,1529
3123,Case PLC,Maternity Home,245,89,26,24.79175287398233,851
3124,Williams-Trevino,Hospital,160,9,35,5.380501146183082,4675
3125,Ortiz-Harvey,Clinic,356,92,29,4.25056122683053,4410
3126,"Anderson, Richardson and Kirk",Hospital,48,43,46,19.513864588431797,3296
3127,Brooks-Fleming,Clinic,84,28,11,27.28837306071407,4527
3128,"Cole, Rich and Esparza",Maternity Home,316,44,42,3.5246400033035545,9572
3129,Oliver Ltd,Hospital,142,54,46,17.71869357338117,1416
3130,Figueroa and Sons,Maternity Home,155,81,1,2.63969079339775,2270
3131,"Nicholson, Smith and Farrell",Maternity Home,436,62,16,24.3836720259554,7271
3132,Bennett-Hudson,Clinic,440,5,25,27.288246815793904,2808
3133,Walker Group,Maternity Home,246,47,38,18.90094966641056,9992
3134,"Davis, Owens and Day",Clinic,147,43,18,20.681458765984264,3609
3135,Rodriguez-White,Maternity Home,315,14,16,1.7575502918994745,7834
3136,Lowery Group,Clinic,303,6,19,2.2820178878938786,7606
3137,Gonzalez-Murphy,Hospital,54,67,16,5.47214962418233,2814
3138,Peterson-Munoz,Hospital,266,20,5,8.28747117322313,6871
3139,Park Group,Maternity Home,165,41,27,22.81969789351163,7337
3140,Ramirez Inc,Hospital,66,20,44,13.119334485685682,5712
3141,"Moore, Harrison and Bowman",Hospital,59,91,6,2.439665633726226,2120
3142,Carroll-Huerta,Maternity Home,427,94,34,25.594087362312067,5086
3143,Brown-Stokes,Clinic,400,84,16,29.815418407051137,8648
3144,Irwin-Lewis,Hospital,376,31,23,13.705286151881293,5589
3145,Parrish Ltd,Hospital,488,67,43,15.401743766709584,6741
3146,Nelson-Reid,Hospital,35,98,44,2.447432232108856,2885
3147,Thomas LLC,Hospital,334,68,32,11.5522211835302,939
3148,Miller-Russo,Maternity Home,441,36,43,11.216950360714483,9877
3149,Savage-Warren,Hospital,294,13,23,28.977166238148573,5741
3150,"Orozco, White and Brown",Hospital,173,15,20,19.846902123891876,3410
3151,Peterson-Mullins,Maternity Home,270,74,19,23.487276491382953,2086
3152,Gonzalez Group,Clinic,312,34,29,3.9371283128828694,2367
3153,Alvarez-Barker,Hospital,463,19,8,12.566113764106092,6784
3154,Sheppard Group,Maternity Home,189,63,29,5.8274287889861975,140
3155,Gaines-Hudson,Hospital,338,52,18,25.819650450695725,7416
3156,Hoffman PLC,Clinic,7,98,5,4.655934020208236,7062
3157,Miller Ltd,Maternity Home,445,86,12,13.222249448185488,5891
3158,"Jensen, Morris and Downs",Maternity Home,165,80,10,1.704143424437247,427
3159,"Newton, Doyle and Stewart",Clinic,395,64,47,19.06539939659311,2903
3160,Mosley and Sons,Maternity Home,264,72,37,14.50955002343805,2018
3161,Lin-Wilson,Clinic,427,61,17,14.989206495959332,1219
3162,"Russell, Meyer and Smith",Clinic,52,68,32,3.1384054266941113,1913
3163,Harding-Mathews,Clinic,258,58,4,15.468037437990356,6789
3164,"Cole, Montes and Davis",Clinic,78,84,31,16.957126374398413,4637
3165,Reese and Sons,Clinic,339,91,26,28.88891859165224,9645
3166,Horton-Schroeder,Clinic,404,79,12,1.0933582302366438,1718
3167,"Gray, Bailey and Farley",Maternity Home,170,58,18,27.689136923797737,2200
3168,"Ray, Smith and Cervantes",Clinic,264,63,8,14.43897729215438,3175
3169,Turner LLC,Hospital,8,92,32,6.382424312180128,1429
3170,"Fuentes, Martinez and Porter",Clinic,380,90,20,19.999827880241632,1312
3171,Gutierrez-Bell,Hospital,123,43,49,15.559861295863493,8939
3172,"Simmons, Dickson and Rogers",Maternity Home,488,19,40,6.879974991248872,6277
3173,Ellis LLC,Maternity Home,415,83,13,18.84212269048346,7570
3174,Tran and Sons,Clinic,474,78,23,14.250542028027857,3107
3175,"Graham, Mitchell and Keller",Clinic,474,32,3,20.701537089022416,8038
3176,"Kim, Campbell and Oliver",Maternity Home,277,40,35,20.703400151068838,2915
3177,Cowan Inc,Hospital,497,58,39,14.237178038426036,754
3178,Banks PLC,Hospital,230,21,21,11.784806706557085,484
3179,Garcia-Brady,Clinic,356,90,7,1.9910028186678252,7813
3180,"Ho, Garcia and Wallace",Clinic,74,91,26,14.8660132790292,388
3181,"Shaffer, Contreras and Christian",Clinic,186,97,23,7.369139369743999,9981
3182,Walker Group,Maternity Home,357,26,32,1.6920991923069781,8737
3183,"James, Gonzalez and Harrison",Hospital,268,79,2,9.978368890079313,2907
3184,Bell Group,Hospital,374,40,39,2.7153236599613724,2966
3185,Odonnell-Newman,Hospital,185,33,2,17.43428050556421,2747
3186,"Foster, Ayers and Casey",Maternity Home,488,59,39,15.15970503492099,7179
3187,"Campbell, Hobbs and Baker",Clinic,9,46,46,23.79362702214302,4677
3188,Nunez-Smith,Clinic,201,36,15,8.102242954813564,1162
3189,Johnson-Johnson,Clinic,51,18,16,11.20871905755308,4227
3190,Randall-Stone,Maternity Home,462,22,26,20.69961662028835,9851
3191,"Greene, Rogers and Haley",Maternity Home,44,42,8,29.78904115492219,4462
3192,Allen-Beltran,Clinic,126,38,16,27.13467574764899,421
3193,Jensen Group,Maternity Home,139,49,21,15.672664463459988,4520
3194,Solis PLC,Clinic,144,91,39,20.370624146411753,5875
3195,Anderson-Fields,Hospital,354,36,11,16.004477564621777,2210
3196,"Thompson, Strong and Holmes",Clinic,157,71,24,13.10068540394342,1186
3197,Hall-Mckinney,Clinic,32,67,36,18.108700917195062,4931
3198,Gordon Ltd,Maternity Home,431,59,18,11.656326837234563,1820
3199,"Mueller, Cameron and Burton",Clinic,81,47,23,8.477631836657714,7397
3200,Hood-Moore,Maternity Home,179,26,13,21.199649693770375,931
3201,Harris-Davis,Hospital,53,91,49,26.17200504513282,1354
3202,Smith-Carrillo,Clinic,346,72,44,8.71192675091439,657
3203,Johnson Ltd,Hospital,314,81,42,21.236059370392727,6430
3204,"Knapp, Miller and Reyes",Clinic,278,33,39,13.077168210368395,1206
3205,"Gross, Lucero and Walters",Clinic,31,44,44,9.132342611818958,2868
3206,Lopez-Delgado,Clinic,332,49,44,18.6712182584413,8648
3207,Phillips PLC,Hospital,394,14,45,28.188492421100193,5015
3208,Barber Group,Clinic,463,81,1,10.615575291669943,4371
3209,Hopkins-Hill,Hospital,225,49,7,22.808431135173652,2491
3210,Burton Ltd,Maternity Home,126,21,48,9.509472666070184,875
3211,"Camacho, Rodriguez and Ho",Clinic,365,6,48,24.13566459733008,4164
3212,Rodriguez LLC,Hospital,73,21,21,22.82354325938765,9626
3213,Kline-Davis,Maternity Home,75,94,16,22.99241987159027,3193
3214,Kirk-Durham,Clinic,154,42,48,29.931471233257014,3739
3215,Myers Group,Clinic,191,41,14,4.301475397011791,5044
3216,Gutierrez Group,Maternity Home,435,67,43,11.726293070368571,7724
3217,"Jones, Mcdaniel and Brooks",Maternity Home,377,9,43,18.961283783086625,6626
3218,Schultz-Hayes,Clinic,250,29,2,17.755216626061955,5998
3219,White Inc,Clinic,200,77,31,23.44092922972579,6234
3220,Keller Ltd,Maternity Home,36,96,39,1.5025964942017125,6356
3221,"Bond, Wilson and Cooper",Maternity Home,471,26,9,21.18102994635101,575
3222,Webb-Mendez,Clinic,113,97,41,22.157946303007957,9288
3223,"Smith, Boyd and Scott",Maternity Home,357,67,14,1.9269233669453096,2896
3224,Lee Inc,Clinic,5,39,10,16.20660248123273,1989
3225,"Johnson, Hunt and Hernandez",Clinic,186,59,48,7.425281864223477,8482
3226,Wilson-Robinson,Clinic,178,24,24,24.068655115002763,6171
3227,Taylor-Miller,Hospital,173,9,33,1.5834468251932576,2468
3228,"Case, Adams and Olson",Hospital,252,43,34,4.470308004149361,1589
3229,Bailey PLC,Maternity Home,112,67,20,3.223167761567192,5874
3230,"Phillips, Mcgee and Simpson",Hospital,374,36,28,2.0500093930023717,9671
3231,"Potts, Nielsen and Wright",Maternity Home,301,67,4,18.04220252421939,8997
3232,Mcdaniel Ltd,Hospital,268,78,34,26.069552984589908,8804
3233,Hayden-Garcia,Clinic,420,44,4,15.37809642746968,472
3234,"Collins, Bauer and Mckay",Maternity Home,34,21,6,6.396387505234081,410
3235,Hamilton-Griffin,Clinic,306,83,22,10.37950842790995,9818
3236,"Burgess, Cabrera and Dean",Hospital,480,77,4,10.874950039894616,3960
3237,"Reyes, Gonzalez and Gomez",Hospital,365,36,5,13.603898390162447,3575
3238,"Weiss, Cole and Preston",Maternity Home,440,27,11,12.674097141902683,8353
3239,"King, Ortiz and Munoz",Clinic,356,79,45,20.1674224464872,7363
3240,"Clements, Moreno and Sanders",Maternity Home,477,64,35,10.26337391399165,2726
3241,White LLC,Clinic,486,81,19,19.922665245075393,5854
3242,Gibbs-Howard,Maternity Home,321,86,11,16.448526184752435,4109
3243,Lewis LLC,Clinic,229,60,11,1.5504145268247076,3479
3244,Thomas-Edwards,Maternity Home,401,13,27,27.59819531807217,1879
3245,Flores Inc,Hospital,93,73,2,5.420926067885145,6232
3246,"Murphy, Marshall and Pope",Hospital,238,66,47,13.60071279258166,4535
3247,Hoffman Group,Hospital,172,68,8,28.433156316728173,421
3248,Guzman-Rose,Maternity Home,235,26,34,7.495262722912718,5772
3249,Hoffman Ltd,Hospital,130,36,40,0.762720001341832,3894
3250,"Shah, Aguirre and Powers",Hospital,65,51,20,14.752489765329617,7424
3251,"Stafford, Fisher and Avila",Hospital,124,6,23,6.795542761602373,500
3252,Li-Gonzalez,Clinic,432,89,15,17.502622943818448,8438
3253,Lang Group,Hospital,194,96,48,24.531532569035452,4442
3254,Mooney Group,Maternity Home,125,56,13,15.38547547777383,7372
3255,Martinez and Sons,Clinic,432,92,31,19.38637741201389,7650
3256,"Murphy, Reyes and Ray",Clinic,52,92,49,20.017956635239493,8672
3257,Smith-Logan,Clinic,206,18,46,24.633981448491554,5214
3258,"Travis, Buck and Mitchell",Clinic,63,41,14,20.66901158845455,9526
3259,Johnson-Ferguson,Maternity Home,189,31,1,29.28754733856829,2568
3260,"Williams, Newman and Jones",Maternity Home,227,28,27,13.740716467372078,6049
3261,Gallegos Group,Clinic,496,68,33,1.6027253684577587,4215
3262,"Turner, Stewart and Reed",Maternity Home,15,74,35,11.881404414119235,8950
3263,Hawkins LLC,Hospital,285,30,15,25.212353475331547,5854
3264,Salazar-Long,Clinic,193,58,5,4.0787228358029415,7285
3265,"Riggs, Snyder and Davidson",Maternity Home,306,19,37,22.10460159215387,109
3266,Cameron PLC,Hospital,314,33,4,16.11627760293465,746
3267,Johnson Inc,Hospital,241,78,46,27.029916302583974,9709
3268,Taylor LLC,Clinic,38,32,20,21.962571034874216,8156
3269,"Ramsey, Perez and Miller",Clinic,344,63,39,19.849670905924985,6861
3270,"Barrera, Wood and Leach",Clinic,139,77,22,26.617650086020173,9816
3271,Villa Inc,Hospital,485,25,24,27.25577582606323,1349
3272,Ware-Williams,Clinic,66,14,47,11.609009462615635,7036
3273,Valentine Inc,Hospital,317,8,11,27.842634624137187,3312
3274,Murphy-Salazar,Clinic,231,66,46,1.7354702556982493,8902
3275,Nelson-Jackson,Hospital,97,8,6,22.900742173816703,7787
3276,Silva Inc,Clinic,120,10,27,10.162275169258928,7354
3277,Flores and Sons,Clinic,336,94,10,14.673168672414748,738
3278,"Barron, Church and Gutierrez",Hospital,137,84,39,25.088921591822277,5533
3279,Barnett-Boyd,Hospital,336,76,10,19.147457843587855,2202
3280,Lane Ltd,Hospital,481,96,46,13.778981633549527,6368
3281,Bray-Morris,Maternity Home,423,20,26,5.001603959218602,1442
3282,"Webb, Davis and Miranda",Clinic,472,42,37,28.184017385762314,684
3283,"Miller, Hansen and Salas",Hospital,297,53,33,10.041076548585165,1921
3284,"Holland, Foley and Neal",Maternity Home,448,65,8,3.124729556441575,5171
3285,Bonilla Inc,Hospital,197,69,49,16.96798774017721,5750
3286,Smith and Sons,Hospital,404,87,28,12.247765757222565,5716
3287,Cardenas-Lopez,Clinic,34,54,48,17.756283697075432,3985
3288,Peterson PLC,Hospital,461,21,36,7.0825458747922,3416
3289,"Palmer, Edwards and Blackburn",Hospital,302,32,40,11.423993066302236,6110
3290,"Gibson, Moore and Wagner",Maternity Home,65,48,25,29.1780003741197,271
3291,Robinson LLC,Maternity Home,462,16,36,28.102432650216183,6833
3292,Hester-Parrish,Hospital,465,74,13,25.945014140070295,5256
3293,"Harris, Ross and Jones",Hospital,308,75,7,23.395713786030814,6403
3294,Martin-Parker,Hospital,450,76,1,4.781137268553309,9472
3295,"Wong, Thomas and Walter",Maternity Home,344,7,9,14.061224639298809,6475
3296,"Rodriguez, Smith and Murray",Hospital,353,53,28,21.864293297742186,3995
3297,Johnson-Stanley,Clinic,452,25,36,7.9268502188545975,2831
3298,Bell-Wilson,Maternity Home,445,12,46,1.0889189733984557,1568
3299,"Miller, Reynolds and Hernandez",Hospital,328,68,30,12.601157089793883,6411
3300,"Jordan, Cook and Alexander",Clinic,306,96,9,12.811727752599799,6019
3301,Davis-Wong,Maternity Home,373,63,30,2.04649769692657,8986
3302,"Reilly, Lee and Lopez",Hospital,32,34,35,9.68640581627088,9223
3303,Wheeler PLC,Maternity Home,489,36,47,27.527271787644978,860
3304,"Snyder, Hamilton and Maldonado",Hospital,81,79,27,7.583874530424695,8743
3305,"Wright, Rodriguez and Wilson",Hospital,125,24,29,17.117878535813908,6148
3306,Johnston and Sons,Maternity Home,7,20,5,14.687671210871772,9758
3307,Patel LLC,Maternity Home,41,29,1,25.87756085561697,678
3308,Andrade Ltd,Clinic,436,64,43,19.641152288061207,6451
3309,"Sullivan, Long and Robinson",Hospital,151,49,5,4.837041894675681,8654
3310,"Adams, Harris and Floyd",Hospital,96,13,29,4.371774932622357,9715
3311,Walsh-Mccarthy,Maternity Home,343,55,17,16.768868103037033,1235
3312,Gross-Davis,Maternity Home,277,65,49,1.4893442344382983,9329
3313,"Velez, Howell and Stevenson",Maternity Home,470,44,37,11.866575285084084,5436
3314,"Allen, Edwards and Jones",Clinic,470,65,24,12.030431266629824,7116
3315,Cook Group,Maternity Home,381,71,27,5.9703603241691505,7183
3316,Rivers Ltd,Clinic,91,84,9,9.100265059174998,2249
3317,Patterson-Smith,Hospital,44,80,38,9.965452417888816,7515
3318,Ibarra-Jackson,Maternity Home,182,19,13,0.4515821146686163,8316
3319,Wheeler Group,Clinic,333,57,26,24.196152966472564,8020
3320,"Smith, Marks and Kennedy",Hospital,289,8,11,28.72764285151904,4505
3321,Fuentes PLC,Clinic,439,27,24,8.749069072653056,7376
3322,"Mooney, Conley and Fox",Clinic,46,31,33,3.4483681738107212,4562
3323,Fischer Inc,Maternity Home,289,41,49,28.611209081231593,3931
3324,Torres Ltd,Maternity Home,70,81,6,22.242475532652684,3777
3325,Chavez-Navarro,Maternity Home,128,47,35,26.745158604598146,2885
3326,"Scott, Tucker and Diaz",Maternity Home,149,41,16,10.890196926110363,5100
3327,Carey LLC,Clinic,124,89,13,14.573462045298907,4490
3328,"Cook, Holmes and Beck",Hospital,113,33,44,27.914167211948246,2098
3329,"Washington, Nelson and Stone",Maternity Home,419,33,11,13.840618168551513,9994
3330,"Smith, Irwin and Chase",Hospital,96,53,23,20.19564928788647,3674
3331,"Mcknight, Howard and Johnson",Maternity Home,495,79,2,21.17348396481433,8336
3332,"Figueroa, Mcpherson and Howard",Clinic,372,55,30,25.129703892563654,8358
3333,"Davis, Knapp and Gray",Maternity Home,312,54,19,29.257851834228898,3139
3334,Sheppard Ltd,Hospital,427,32,40,10.113490059688525,5140
3335,"Gardner, Gaines and Archer",Maternity Home,64,78,45,7.498780394776339,8261
3336,"Thompson, Lozano and Bailey",Maternity Home,354,9,46,2.4234078806440533,2502
3337,Myers-Butler,Clinic,231,60,47,25.71047195374403,8217
3338,Parker-Williams,Clinic,244,68,49,8.851128169828808,3929
3339,"Miles, Flowers and Martinez",Clinic,439,93,15,1.5834225808964997,2358
3340,Knight-Sparks,Clinic,216,21,42,25.971587137292484,577
3341,Roberts-Montes,Maternity Home,404,93,33,15.346291892488978,7301
3342,Ho-Thomas,Maternity Home,102,59,44,25.165564816034472,8783
3343,"Hernandez, Levy and Hanson",Hospital,18,13,41,16.679010596990842,1668
3344,"Martin, Tucker and Brown",Hospital,222,95,5,9.480519488063544,1299
3345,Smith-Williams,Clinic,472,93,22,3.9804695924825615,6993
3346,Petersen-Martinez,Maternity Home,174,72,27,13.171129231836389,5832
3347,Torres-Jordan,Hospital,311,77,47,0.8938163735450788,2264
3348,"Flowers, Williams and Taylor",Clinic,284,83,35,18.113537340996622,4755
3349,Glover-Shaw,Clinic,367,20,19,12.887172637718113,3864
3350,"Moore, Miller and Nelson",Clinic,214,20,39,4.331556660831949,4406
3351,"Gonzalez, Richards and Miller",Clinic,260,17,7,15.954011275304325,7401
3352,Johnson LLC,Clinic,175,82,39,24.047229845108582,6481
3353,Cain Ltd,Clinic,77,90,34,29.246528556788924,3528
3354,Henderson-Rasmussen,Maternity Home,151,89,34,15.868019092716029,5599
3355,Orozco LLC,Clinic,344,77,27,3.973573735192884,6651
3356,"Collins, Elliott and Shelton",Maternity Home,321,67,44,24.340114953760622,3019
3357,Brock-Taylor,Maternity Home,110,45,5,20.90407881056092,9397
3358,Wright Group,Hospital,98,57,4,28.623740301874815,7319
3359,"Gonzalez, Torres and Evans",Clinic,67,72,7,16.102868633741497,5916
3360,"Murray, White and Patton",Maternity Home,158,78,48,10.777407062038602,4560
3361,Davis-Rose,Hospital,259,13,3,28.888919601851427,974
3362,"Edwards, Donovan and Marquez",Maternity Home,355,55,21,16.199492984942584,4245
3363,Gomez-Owens,Maternity Home,39,52,34,0.5755797216161775,9493
3364,Murray-Gaines,Maternity Home,327,84,49,14.262703479242655,4009
3365,Bernard Group,Clinic,316,53,9,0.17110312487836396,8227
3366,Campos PLC,Hospital,300,22,20,22.157463618356452,5998
3367,Buchanan-Carpenter,Maternity Home,257,14,40,17.021758895404332,8193
3368,Martinez-Daniels,Clinic,161,89,12,3.3830532485128733,7886
3369,"Rich, Brown and Bruce",Maternity Home,138,58,39,24.40903808668427,2516
3370,Powell Inc,Hospital,440,83,46,16.13947339270597,6748
3371,Aguirre-Golden,Maternity Home,133,19,28,3.510405292716642,6214
3372,Combs-Miller,Maternity Home,440,15,48,4.884325170238975,5764
3373,Gallegos-Santos,Clinic,284,44,33,24.680905170938257,6401
3374,Wheeler-Short,Maternity Home,362,51,10,10.729057576408996,1941
3375,"Olson, Rivera and Brown",Hospital,422,24,11,24.650772667879806,7011
3376,"Richards, Dixon and Love",Maternity Home,375,26,7,2.1781504023399925,9213
3377,"Harris, Thomas and Yang",Clinic,256,52,18,7.39138596259371,8284
3378,Taylor-Jacobson,Clinic,139,86,19,22.961019612185392,4690
3379,"Phelps, Turner and Collins",Maternity Home,335,20,14,19.28689341550899,6516
3380,Shaffer PLC,Hospital,15,9,17,9.274053117898294,7037
3381,"Gonzalez, Jones and Hernandez",Clinic,296,69,23,28.087190463299333,3892
3382,Meyer and Sons,Maternity Home,152,87,19,6.410880439951521,2147
3383,Garcia Inc,Clinic,323,78,45,25.508409125886136,4094
3384,"Wallace, Brown and Martinez",Hospital,84,25,3,20.902741759695058,9781
3385,Webb-White,Maternity Home,195,65,34,3.7214005563018997,3664
3386,Skinner PLC,Clinic,457,81,25,16.69795726495597,5082
3387,Underwood-Maldonado,Hospital,348,59,41,27.904236663885495,7675
3388,"Williamson, Reynolds and Fields",Clinic,34,28,31,18.604991861869326,962
3389,Thomas Ltd,Clinic,418,27,39,15.91134121139531,6083
3390,"Allen, Hunt and Lyons",Maternity Home,363,91,14,11.05306340151563,4342
3391,Alvarez LLC,Hospital,372,15,37,23.684765406637435,4375
3392,Contreras-Haley,Hospital,499,51,47,27.40047049512089,9045
3393,Richardson-Hill,Hospital,233,6,20,22.624171965480343,3582
3394,Wolfe-Rodriguez,Clinic,485,74,32,21.78495585036354,5381
3395,Li-Hernandez,Clinic,88,57,33,5.855462036038681,2313
3396,Bryant-Elliott,Maternity Home,154,15,31,25.036191623738564,6659
3397,Carpenter Inc,Hospital,365,19,7,1.3168060675218598,2493
3398,"Santos, Sandoval and Wallace",Clinic,193,77,5,22.74510814842549,2271
3399,Estes-Mcdonald,Hospital,25,16,4,6.405014030001816,6702
3400,"Ellis, Smith and Moore",Maternity Home,41,40,11,14.669111972536225,7608
3401,"Foley, Gordon and Bailey",Clinic,250,96,19,20.887495016239697,8461
3402,"Warren, Palmer and Thompson",Maternity Home,287,27,38,22.796444550853327,7209
3403,Bell Ltd,Clinic,106,31,20,26.653709841704863,6185
3404,"Morgan, Espinoza and Buchanan",Maternity Home,423,92,27,8.54950511441627,4078
3405,Glover-Barrett,Maternity Home,298,18,29,6.807175266554336,5295
3406,Jones-Franco,Maternity Home,236,58,18,29.887761600506956,433
3407,Bennett-Ruiz,Maternity Home,320,31,37,6.30598924659641,7617
3408,"White, Erickson and Hunter",Hospital,330,25,47,19.99787432711797,803
3409,"Fox, Anderson and Nguyen",Clinic,292,53,25,28.587066273324652,6135
3410,"Bailey, Williamson and Powell",Hospital,340,66,20,26.90702401069559,6467
3411,Johnson Ltd,Maternity Home,480,81,6,13.353576779074828,4996
3412,Hall Ltd,Maternity Home,468,76,36,19.16369196630275,1304
3413,Porter Ltd,Clinic,415,48,49,15.919978863004516,5214
3414,Morris-Hall,Clinic,249,48,15,10.46500193519972,7008
3415,"Flynn, Garcia and Gilmore",Hospital,391,65,18,4.418220821635783,8935
3416,"Stafford, Campos and Fisher",Hospital,181,46,38,24.121487497220702,8875
3417,Brown LLC,Maternity Home,217,27,25,2.8042064630991836,3059
3418,Johnson Ltd,Maternity Home,362,77,20,18.327858702557602,1850
3419,Alexander LLC,Hospital,106,5,22,17.871638258068618,7817
3420,"Welch, Johnson and Thompson",Clinic,290,40,12,10.111247723107944,1302
3421,Hale Group,Maternity Home,26,59,41,4.1487158691969235,9988
3422,Zhang PLC,Clinic,23,20,40,24.009150107184638,9088
3423,"Gonzalez, King and Kim",Clinic,291,93,47,13.911539922307925,8673
3424,Perez-Harmon,Clinic,280,22,33,21.785659455190782,4038
3425,Cervantes-Stokes,Clinic,499,42,29,0.5929254813947313,291
3426,Miller Inc,Hospital,151,71,2,2.3276446118829934,6945
3427,"Moyer, Davis and Johnson",Hospital,390,24,26,5.357845767375834,8382
3428,Barry LLC,Clinic,44,23,32,3.503758708260544,5315
3429,Carroll-Lin,Hospital,171,17,3,5.832032451755957,5696
3430,Lopez-Blair,Clinic,95,21,30,20.625993240858904,8569
3431,"May, Crawford and Collier",Maternity Home,76,82,19,1.5052124681144174,6827
3432,"Carey, Mason and Kelly",Maternity Home,369,34,10,1.2321818020008075,259
3433,"Castaneda, Solis and Gonzales",Maternity Home,442,90,25,1.0463978642582843,827
3434,"Bennett, Jones and Miller",Clinic,287,47,46,20.959708825765183,2420
3435,"Evans, Wilson and Hall",Hospital,339,52,19,16.130450624616163,6976
3436,"Fernandez, Johnson and Nicholson",Maternity Home,144,47,43,11.170248108899752,7933
3437,Nielsen-King,Hospital,243,97,21,20.300676452474985,6204
3438,"Howard, Brennan and Moore",Clinic,82,70,6,16.652767740219694,2153
3439,Jones-Johnston,Maternity Home,203,57,14,0.3193117332242815,9642
3440,"Frederick, Porter and Ross",Clinic,21,76,8,25.17263737436525,3333
3441,Gardner Inc,Hospital,222,82,2,10.570513057423021,5887
3442,"Ruiz, Lowery and Baker",Maternity Home,233,38,18,12.046881770546651,3118
3443,Johnson Group,Maternity Home,344,81,22,23.490469653307628,4740
3444,Gonzalez-Barron,Clinic,142,78,30,5.694015390315121,3598
3445,Taylor PLC,Maternity Home,151,76,36,0.40114847779226814,5597
3446,"Rivera, Todd and Gaines",Maternity Home,214,75,28,27.27426650742417,2315
3447,Young Inc,Maternity Home,162,17,35,15.213799840701995,1558
3448,"Strong, Warner and Cannon",Maternity Home,418,94,2,10.550861189981442,1717
3449,Reed Inc,Maternity Home,157,60,36,24.589462830624264,9365
3450,George-Salazar,Clinic,348,63,18,0.8862179045373978,8015
3451,Clay Group,Maternity Home,334,36,43,6.148495552046598,2328
3452,Nelson Inc,Hospital,387,87,9,4.7431130679990945,5402
3453,Johnson PLC,Clinic,454,83,28,22.161137459256494,9700
3454,Santos Group,Clinic,362,58,8,9.431393845420692,4894
